title,price_per_m²,project_name,address,price,area,bedroom,bathroom,url,posted_date,expired_date,project_status,investor,broker_name,broker_rank,project_area_range,number_of_apartments,number_of_buildings
"Cần bán căn 2PN - 2WC full nội thất, tháp trung tâm. Giá thật xem nhà dễ dàng",67.76,The Sun Avenue," Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",5.15,76.0,2.0,2.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-an-phu-prj-the-sun-avenue/-ban-2pn-2wc-full-noi-that-thap-trung-tam-gia-that-xem-nha-de-dang-pr41571644,10/02/2025,20/02/2025,Đã bàn giao,Novaland Group,Nan,,,3000.0,8.0
Bán cặp loft Opera 5PN view trực diện sông vĩnh viễn không chắn,270.83,The Opera Residence," Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",65.0,240.0,5.0,4.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-vong-cung-phuong-thu-thiem-prj-the-opera-residence/ban-cap-loft-view-truc-dien-song-vinh-vien-khong-chan-pr41102729,10/02/2025,25/02/2025,Đang mở bán,Đang cập nhật,Nan,,,646.0,2.0
"Cần nhượng lại căn hộ Studio, chung cư Gateway Thảo Điền, DT: 50 m2 - 4,5 tỷ",90.0,Gateway Thảo Điền," Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",4.5,50.0,,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-thao-dien-prj-gateway-thao-dien/-nhuong-lai-studio-dt-50-m2-4-2-ty-pr40514710,10/02/2025,20/02/2025,Đã bàn giao,Công ty CP bất động sản SơnKim Land,Nan,,48-96 m²,546.0,4.0
"Cần bán căn hộ CC Thạnh Mỹ Lợi. Căn góc 76m2 3PN nhà trống, SHR. (NH hỗ trợ vay 80%)",,"Khu dân cư Phú Nhuận 1,2","2, Đường Nguyễn Văn Kỉnh, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh.",,76.0,3.0,2.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-kinh-phuong-thanh-my-loi-prj-khu-dan-cu-phu-nhuan-1-2/-ban-cc-goc-76m2-3pn-nha-trong-shr-gia-chi-2-ty-1-nh-tro-vay-80-pr41342141,10/02/2025,20/02/2025,Đang cập nhật tiến độ,Công ty TNHH MTV Xây dựng và Kinh doanh Nhà Phú Nhuận,Nan,,,,
"Bán nhanh - full giỏ hàng căn hộ 2PN Empire City Thủ Thiêm full nội thất, view sông cực đẹp giá rẻ",123.66,Empire City Thủ Thiêm," Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",11.5,93.0,2.0,2.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-thu-thiem-prj-empire-city-thu-thiem/ban-nhanh-full-gio-hang-2pn-full-noi-that-view-song-cuc-dep-gia-re-pr42131859,10/02/2025,20/02/2025,"Đã bàn giao phân khu Linden, Tilia, Cove",Công ty TNHH Keppel Land Việt Nam,Nan,,,,
LH Mr Thuận bán mua căn hộ Sadora Sala Thủ Thiêm 88m2 2pn giá rẻ nhất thị trường,105.68,Sala Đại Quang Minh," Mai Chí Thọ, An Lợi Đông, Quận 2, Hồ Chí Minh",9.3,88.0,2.0,2.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-an-loi-dong-prj-sala-dai-quang-minh/lh-mr-thuuan-mua-ban-sadore-thu-thiem-88m2-2pn-gia-re-nhat-thi-truong-pr42131677,10/02/2025,20/02/2025,Đã bàn giao,Công ty CP Đầu tư Địa ốc Đại Quang Minh,Nan,,,,
"Bán căn Studio giá tốt chỉ 2,280 tỷ - The Sun Avenue. Bàn giao full nội thất đẹp",69.09,The Sun Avenue," Mai Chí Thọ, An Phú, Quận 2, Hồ Chí Minh",2.28,33.0,1.0,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-an-phu-prj-the-sun-avenue/ban-studio-gia-tot-2-1-ty-ban-giao-full-noi-that-dep-pr41938215,10/02/2025,25/02/2025,Đã bàn giao,Novaland Group,Nan,,,3000.0,8.0
"Tin thật 100% - Chính chủ gửi bán nhanh các căn 1PN Empire City giá rẻ kịch sàn, đẹp nhất dự án",128.12,Empire City Thủ Thiêm," Mai Chí Thọ, Thủ Thiêm, Quận 2, Hồ Chí Minh",8.2,64.0,1.0,1.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-thu-thiem-prj-empire-city-thu-thiem/tin-that-100-chinh-chu-gui-ban-nhanh-cac-1pn-gia-re-kich-san-dep-nhat-du-an-pr42131987,10/02/2025,20/02/2025,"Đã bàn giao phân khu Linden, Tilia, Cove",Công ty TNHH Keppel Land Việt Nam,Nan,,,,
Giá bán hấp dẫn đối với căn 1PN full NT view trực diện sông. Nhà đẹp giá thuê cao,171.88,Empire City Thủ Thiêm," Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",11.0,64.0,1.0,1.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-thu-thiem-prj-empire-city-thu-thiem/gia-ban-hap-dan-doi-voi-1pn-full-nt-view-truc-dien-song-nha-dep-gia-thue-cao-pr42012809,03/02/2025,13/02/2025,"Đã bàn giao phân khu Linden, Tilia, Cove",Công ty TNHH Keppel Land Việt Nam,Nan,,,,
Căn hộ 2PN full NT cuối cùng view sông trực diện bán với mức giá 15tỷ. Sẵn HĐ thuê 36triệu/tháng,168.37,Empire City Thủ Thiêm," Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",16.5,98.0,2.0,2.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-thu-thiem-prj-empire-city-thu-thiem/-2pn-full-nt-cuoi-cung-view-song-truc-dien-ban-voi-muc-gia-15ty-san-hd-thue-36trieu-thang-pr42012778,04/02/2025,14/02/2025,"Đã bàn giao phân khu Linden, Tilia, Cove",Công ty TNHH Keppel Land Việt Nam,Nan,,,,
"Căn hộ đáng đầu tư nhất phân khúc 1PN. Nội thất đẹp, nhà mới, sẵn hợp đồng thuê giá 30triệu/tháng",140.62,Empire City Thủ Thiêm," Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",9.0,64.0,1.0,1.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-thu-thiem-prj-empire-city-thu-thiem/-dang-dau-tu-nhat-phan-khuc-1pn-noi-that-dep-nha-moi-san-p-dong-thue-gia-30trieu-thang-pr41882514,04/02/2025,14/02/2025,"Đã bàn giao phân khu Linden, Tilia, Cove",Công ty TNHH Keppel Land Việt Nam,Nan,,,,
Cập nhật giỏ hàng 4PN Opera - Metropole Thủ Thiêm view tuyệt đẹp giá tốt nhất thị trường,305.56,The Opera Residence," Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",55.0,180.0,4.0,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-vong-cung-phuong-thu-thiem-prj-the-opera-residence/cap-nhat-gio-hang-4pn-metropole-view-tuyet-dep-gia-tot-nhat-thi-truong-pr42039807,10/02/2025,20/02/2025,Đang mở bán,Đang cập nhật,Nan,,,646.0,2.0
"Căn hộ 3PN Feliz En Vista, giá cực kỳ hấp dẫn",83.49,Feliz En Vista," Đường Phan Văn Đáng, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",8.85,106.0,3.0,2.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phan-van-dang-phuong-thanh-my-loi-prj-feliz-en-vista/-3pn-4pn-gia-cuc-ky-hap-dan-pr40370030,10/02/2025,20/02/2025,Đã bàn giao,CapitaLand Development (Việt Nam),Nan,,,1127.0,4.0
"Giá rẻ 99% - Bán cắt lỗ các căn 3PN Empire Cỉty siêu đẹp, nội thất đầu tư tỉ mỉ, có thương lượng",169.29,Empire City Thủ Thiêm," Mai Chí Thọ, Thủ Thiêm, Quận 2, Hồ Chí Minh",21.5,127.0,3.0,3.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-thu-thiem-prj-empire-city-thu-thiem/gia-re-99-ban-cat-lo-cac-3pn-sieu-dep-noi-that-dau-tu-ti-mi-co-thuong-luong-pr42132111,10/02/2025,20/02/2025,"Đã bàn giao phân khu Linden, Tilia, Cove",Công ty TNHH Keppel Land Việt Nam,Nan,,,,
Sáng Trần - bán căn duplex thấp tầng DT 122m2 - Ziet River Thủ Thiêm. Giá bán 18 tỷ,147.54,Zeit River Thủ Thiêm," Phường An Khánh, Quận 2, Hồ Chí Minh",18.0,122.0,,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-an-khanh-prj-zeit-river-thu-thiem/sang-tran-ban-duplex-thap-tang-dt-122m2-ziet-gia-ban-18-ty-pr41518027,07/02/2025,17/02/2025,23/7/2023 mở bán tiếp GĐ2,Công ty GS Engineering & Construction,Nan,,50-140 m²,300.0,2.0
"Căn hộ 2PN The Global City tầng sân vườn treo, view kênh đào nhạc nước và sông thoáng đẹp",,Masteri Grand View," Đường Liên Phường, Phường An Phú, Quận 2, Hồ Chí Minh",,83.4,2.0,2.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lien-phuong-phuong-an-phu-prj-masteri-grand-view/-2pn-the-global-city-tang-san-vuon-treo-kenh-dao-nhac-nuoc-va-song-tang-dep-pr42132124,10/02/2025,20/02/2025,Đang cập nhật tiến độ,Masterise Homes,Nan,,56-372 m²,616.0,2.0
"Bán nhanh 2PN -VIEW SÔNG - TẦNG TRUNG , CĂN SIÊU HIẾM , ĐANG CÓ HĐ THUÊ GIÁ CAO",68.42,The Sun Avenue," Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",5.2,76.0,2.0,2.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-an-phu-prj-the-sun-avenue/ban-nhanh-2pn-view-landmark81-full-noi-that-gia-thien-ban-nhanh-pr40318391,10/02/2025,20/02/2025,Đã bàn giao,Novaland Group,Nan,,,3000.0,8.0
Bán Duplex 4PN Opera trực diện sông chỉ 45 tỷ,190.68,The Opera Residence," Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",45.0,236.0,4.0,3.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-vong-cung-phuong-thu-thiem-prj-the-opera-residence/ban-duplex-4pn-truc-dien-song-chi-45-ty-pr41689205,03/02/2025,13/02/2025,Đang mở bán,Đang cập nhật,Nan,,,646.0,2.0
Metropole bán 3PN Opera view sông Q1 chỉ 28 tỷ,215.38,The Opera Residence," Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",28.0,130.0,3.0,2.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-vong-cung-phuong-thu-thiem-prj-the-opera-residence/metropole-ban-3pn-view-song-q1-chi-28-ty-pr41689309,03/02/2025,13/02/2025,Đang mở bán,Đang cập nhật,Nan,,,646.0,2.0
Bán 2PN Opera view sông Q1 chỉ 17 tỷ,246.38,The Opera Residence," Đại Lộ Vòng Cung, Thủ Thiêm, Quận 2, Hồ Chí Minh",17.0,69.0,2.0,2.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-vong-cung-phuong-thu-thiem-prj-the-opera-residence/hot-listing-hoa-hau-2pn-b-02-chi-25-ty-pr41796941,02/02/2025,12/02/2025,Đang mở bán,Đang cập nhật,Nan,,,646.0,2.0
Bán cặp Loft Opera 300m2 tầng 23 view sông Q1,206.67,The Opera Residence," Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",62.0,300.0,5.0,5.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-vong-cung-phuong-thu-thiem-prj-the-opera-residence/ban-cap-loft-6pn-tang-23-view-song-q1-pr41371849,10/02/2025,25/02/2025,Đang mở bán,Đang cập nhật,Nan,,,646.0,2.0
"Xuân về nhà mới chốt nhanh Precia giá 4.05 tỷ . Tiện ích nội khu, có gym, hồ bơi. LH:",57.04,Căn hộ Precia Quận 2," Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh",4.05,71.0,2.0,2.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-thi-dinh-phuong-an-phu-prj-can-ho-precia-quan-2/em-ban-tai-pentuse-gia-12-5-ty-130m2-tien-ich-noi-khu-co-gym-boi-lh-pr41083669,07/02/2025,17/02/2025,Bàn giao tháng 4/2022,Công ty CP Đầu tư Bất Động Sản Rio Land,Nan,,49-101 m²,333.0,1.0
"Bán căn góc Precia 2PN 4.05 tỷ view LM81, đã có sổ, thiện chí bán",57.04,Căn hộ Precia Quận 2," Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh",4.05,71.0,2.0,2.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-thi-dinh-phuong-an-phu-prj-can-ho-precia-quan-2/chinh-chu-ban-1pn-1wc-gia-3-6-ty-view-noi-khu-hop-gia-nvvp-lh-pr41250674,07/02/2025,17/02/2025,Bàn giao tháng 4/2022,Công ty CP Đầu tư Bất Động Sản Rio Land,Nan,,49-101 m²,333.0,1.0
Bán căn Lofthouse Galleria Metropole tầng 12 view sông không chắn,166.67,The Galleria Residence," Đường Đại Lộ Vòng Cung, Phường An Khánh, Quận 2, Hồ Chí Minh",20.0,120.0,3.0,2.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-vong-cung-phuong-an-khanh-prj-the-galleria-residence/ban-lofthouse-metropole-tang-12-view-song-khong-chan-pr41688656,04/02/2025,14/02/2025,Đã bàn giao 3 tháp căn hộ cao 12 tầng,Công ty CP bất động sản SơnKim Land,Nan,,49-345 m²,456.0,
Đã có sổ: Bán lofthouse Galleria Metropole cực hiếm,199.26,The Galleria Residence," Đường Đại Lộ Vòng Cung, Phường An Khánh, Quận 2, Hồ Chí Minh",26.9,135.0,3.0,3.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-vong-cung-phuong-an-khanh-prj-the-galleria-residence/da-co-so-ban-lofthouse-metropole-cuc-hiem-pr41688640,05/02/2025,15/02/2025,Đã bàn giao 3 tháp căn hộ cao 12 tầng,Công ty CP bất động sản SơnKim Land,Nan,,49-345 m²,456.0,
"The Opera - bán căn góc 77m2 view quận 1, Full nội thất giá 21,5 tỷ All In, LH xem nhà ngay",,The Opera Residence," Đại Lộ Vòng Cung, Thủ Thiêm, Quận 2, Hồ Chí Minh",,77.0,,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-vong-cung-phuong-thu-thiem-prj-the-opera-residence/-ban-goc-77m2-view-quan-1-full-noi-that-gia-21-5-ty-all-in-lh-xem-nha-ngay-pr42032990,06/02/2025,16/02/2025,Đang mở bán,Đang cập nhật,Nan,,,646.0,2.0
Chủ đầu tư bán 4 suất NOXH tại Blue Sky Tower(HQC Bình Trưng Đông)giá 1 tỷ 850. LH,32.46,Blue Sky Tower," Đường A4, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",1.85,57.0,2.0,2.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-a4-phuong-binh-trung-dong-prj-blue-sky-tower/chu-dau-tu-ban-2-suat-noxh-tai-blusky-hqc-gia-2-ty-tron-goi-l-h-pr38662464,05/02/2025,07/03/2025,Đã bàn giao,Công ty CP Tư vấn -Thương mại - Dịch vụ Địa ốc Hoàng Quân,Nan,,47-117 m²,260.0,
"Cần bán The Opera 2PN 2WC căn góc 71m2 view quận 1, full nội thất giá 18,5 tỷ.",260.56,The Opera Residence," Đại Lộ Vòng Cung, Thủ Thiêm, Quận 2, Hồ Chí Minh",18.5,71.0,2.0,2.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-vong-cung-phuong-thu-thiem-prj-the-opera-residence/-ban-2pn-2wc-goc-71m2-view-quan-1-full-noi-that-gia-18-5-ty-pr42127603,10/02/2025,20/02/2025,Đang mở bán,Đang cập nhật,Nan,,,646.0,2.0
"Giá thật, xem nhà được. Căn 1PN (loại 61,5m2) tầng đẹp. Bán nhanh 7.6 tỷ nhận nhà ngay",123.58,Thảo Điền Green," Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh",7.6,61.5,1.0,1.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-huong-phuong-thao-dien-prj-thao-dien-green/gia-that-xem-nha-duoc-1pn-loai-61-5m2-tang-dep-ban-nhanh-7-6-ty-nhan-nha-o-truoc-tet-pr41935238,10/02/2025,20/02/2025,Bàn giao ngày 2/8/2023,Công ty Cổ phần Đầu tư Bất động sản SIC,Nan,,54-400 m²,204.0,1.0
Bán 1PN Opera diện tích lớn chỉ 11.5 tỷ,194.92,The Opera Residence," Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",11.5,59.0,1.0,1.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-vong-cung-phuong-thu-thiem-prj-the-opera-residence/ban-1pn-dien-tich-lon-chi-11-5-ty-pr42041788,03/02/2025,13/02/2025,Đang mở bán,Đang cập nhật,Nan,,,646.0,2.0
"MUA ĐI CHỜ CHI, DUPLEX 2 PHÒNG NGỦ FELIZ EN VISTA, NỘI THẤT ĐẸP DIỆN TÍCH 110M2, 10,5 TỶ TL",95.46,Feliz En Vista," Đường Đồng Văn Cống, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",10.5,110.0,2.0,2.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dong-van-cong-phuong-thanh-my-loi-prj-feliz-en-vista/mua-di-cho-chi-duplex-4pn-san-vuon-gia-tot-dinh-cua-chop-la-day-20-ty-140m2-pr37382220,10/02/2025,20/02/2025,Đã bàn giao,CapitaLand Development (Việt Nam),Nan,,,1127.0,4.0
"Bán căn hộ Mini Penhouse D'Lusso sổ sẵn, 3PN 7.8 tỷ, nhà mới, trục view mát mẻ cả ngày",74.29,Căn hộ D’Lusso," Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh.",7.8,105.0,3.0,2.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-thi-dinh-phuong-an-phu-prj-can-ho-dlusso/ban-gia-hat-de-chi-tu-2ty9-view-dep-tang-cao-lh-0932139007-pr35462126,07/02/2025,17/02/2025,Đã bàn giao,Công ty TNHH Xây dựng và Kinh doanh Nhà Điền Phúc Thành,Nan,,,600.0,
Siêu phẩm 4PN Feliz En Vista - tầng trung - full nội thất siêu đẹp nhất nhì dự án - 25 tỷ,104.6,Feliz En Vista," Đường Đồng Văn Cống, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",25.0,239.0,4.0,5.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dong-van-cong-phuong-thanh-my-loi-prj-feliz-en-vista/-ban-duplex-san-vuon-cao-cap-123m2-full-noi-that-gia-8-ty-pr37383250,10/02/2025,20/02/2025,Đã bàn giao,CapitaLand Development (Việt Nam),Nan,,,1127.0,4.0
"BQL gửi em CH D'Lusso giá 4 tỷ 2PN2WC. Nhiều ưu đãi, hỗ trợ tận tình. LH:",58.82,Căn hộ D’Lusso," Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh",4.0,68.0,2.0,2.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-thi-dinh-phuong-an-phu-prj-can-ho-dlusso/bql-gui-em-ch-gia-4-3-ty-2pn2wc-nhieu-uu-dai-tro-tan-tinh-lh-pr41133198,01/02/2025,11/02/2025,Đã bàn giao,Công ty TNHH Xây dựng và Kinh doanh Nhà Điền Phúc Thành,Nan,,,600.0,
Bán nhanh căn góc nhà mẫu 03PN New City Thủ Thiêm - Quận 2 (TP Thủ Đức),68.75,New City Thủ Thiêm," Đường Mai Chí Thọ, Phường Bình Khánh, Quận 2, Hồ Chí Minh",7.7,112.0,,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-binh-khanh-prj-new-city-thu-thiem/ban-nhanh-goc-nha-mau-03pn-quan-2-tp-duc-pr41789368,10/02/2025,20/02/2025,Đã bàn giao,Công ty TNHH Xây Dựng Thương mại Thuận Việt,Nan,,45-300 m²,1229.0,4.0
Chốt nhanh D'Lusso 2PN 4.3 tỷ có NT. Thiện chí thương lượng. LH :,63.24,Căn hộ D’Lusso," Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh",4.3,68.0,2.0,2.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-thi-dinh-phuong-an-phu-prj-can-ho-dlusso/ban-nhanh-ch-2pn2w-gia-3-95-ty-thien-chi-thuong-luong-tro-vay-bank-lh-pr40964023,08/02/2025,18/02/2025,Đã bàn giao,Công ty TNHH Xây dựng và Kinh doanh Nhà Điền Phúc Thành,Nan,,,600.0,
"Bán gấp duplex 3PN Vista Verde, tầng cao view nội khu + sông - có sân vườn siêu rộng: 17,4 tỷ",81.69,Vista Verde," Đường Phan Văn Đáng, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",17.4,213.0,3.0,3.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phan-van-dang-phuong-thanh-my-loi-prj-vista-verde/1pn-re-nhat-nhi-54m2-3-4-ty-bao-phi-full-noi-that-sieu-dep-pr37382788,10/02/2025,20/02/2025,Đã bàn giao,CapitaLand Development (Việt Nam),Nan,,45-318 m²,1152.0,4.0
"ĐẸP TUYỆT! BÁN DUPLEX 5 PHÒNG NGỦ VISTA VERDE 248M2, GIÁ SIÊU RẺ, SĂN HĐ THUÊ. LH:",78.63,Vista Verde," Đường Phan Văn Đáng, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",19.5,248.0,5.0,4.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phan-van-dang-phuong-thanh-my-loi-prj-vista-verde/ban-duplex-5pn-248m2-gia-sieu-re-lh-0977680053-pr37382036,10/02/2025,20/02/2025,Đã bàn giao,CapitaLand Development (Việt Nam),Nan,,45-318 m²,1152.0,4.0
Tấn Trường: Bán căn Loft thiết kế 3PN - Metropole Galleria - 20 tỷ all in,285.71,The Galleria Residence," Đường Đại Lộ Vòng Cung, Phường An Khánh, Quận 2, Hồ Chí Minh",20.0,70.0,3.0,2.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-vong-cung-phuong-an-khanh-prj-the-galleria-residence/ban-loft-thiet-ke-3pn-metropole-galleria-pr40224037,10/02/2025,20/02/2025,Đã bàn giao 3 tháp căn hộ cao 12 tầng,Công ty CP bất động sản SơnKim Land,Nan,,49-345 m²,456.0,
Căn hộ Masteri Grand View tiềm năng tăng trưởng cùng tuyến METRO SỐ 1 ĐÃ VÀO VẬN HÀNG T12/2024,97.34,Masteri Grand View," Đường Liên Phường, Phường An Phú, Quận 2, Hồ Chí Minh",11.0,113.0,3.0,3.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lien-phuong-phuong-an-phu-prj-masteri-grand-view/-tiem-nang-tang-truong-cung-tuyen-metro-so-1-da-vao-van-hang-t12-2024-pr41952507,10/02/2025,20/02/2025,Đang cập nhật tiến độ,Masterise Homes,Nan,,56-372 m²,616.0,2.0
"Sở hữu căn hộ đẹp Masteri Grand View Thủ Đức đẳng cấp, giá hấp dẫn đón Tết 2025 - chuẩn 100%",,Masteri Grand View," Đường Liên Phường, Phường An Phú, Quận 2, Hồ Chí Minh",,140.0,3.0,3.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lien-phuong-phuong-an-phu-prj-masteri-grand-view/so-huu-dep-thu-duc-dang-cap-gia-hap-dan-don-tet-2025-chuan-100-pr41815379,10/02/2025,20/02/2025,Đang cập nhật tiến độ,Masterise Homes,Nan,,56-372 m²,616.0,2.0
"Độc quyền căn 3PN 143,7m2 tại The Global City Thủ Đức - giá tốt nhất dự án - cam kết 100% tin thật",,The Global City," Đường Đỗ Xuân Hợp, Phường An Phú, Quận 2, Hồ Chí Minh",,143.74,3.0,3.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-do-xuan-hop-phuong-an-phu-prj-the-global-city/doc-quyen-3pn-143-7m2-tai-thu-duc-gia-tot-nhat-du-cam-ket-100-tin-that-pr41952555,10/02/2025,20/02/2025,Đang mở bán,Masterise Homes,Nan,,,,
Blue Sky Quận 2 căn 2PN ngay trường Nguyễn Văn Trỗi giá chỉ 1.850 tỷ cho căn 57m2 nhận nhà ở ngay,32.46,Blue Sky Tower," Đường A4, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh.",1.85,57.0,2.0,2.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-a4-phuong-binh-trung-dong-prj-blue-sky-tower/chinh-chu-chuyen-lai-dang-o-2pn-2wc-ngay-truong-tieu-c-nguyen-van-troi-q2-gia-1-9-ty-pr41156757,10/02/2025,20/02/2025,Đã bàn giao,Công ty CP Tư vấn -Thương mại - Dịch vụ Địa ốc Hoàng Quân,Nan,,47-117 m²,260.0,
Chính chủ cần bán căn hộ 3 phòng ngủ full nội thất như hình giá chỉ 6.2 tỷ full,78.48,Paris Hoàng Kim," Phố Lương Định Của, Phường Bình Khánh, Quận 2, Hồ Chí Minh",6.2,79.0,3.0,2.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-luong-dinh-cua-phuong-binh-khanh-prj-paris-hoang-kim/chinh-chu-ban-3-png-ngu-full-noi-that-nhu-hinh-gia-chi-7-2-ty-full-pr37676020,10/02/2025,20/02/2025,5/2023: Đang bán 100 căn cuối,Đang cập nhật,Nan,,57-99 m²,417.0,2.0
"Siêu phẩm Victoria 3PN2WC 88m2-5,1 tỷ .67m2 chỉ 4,1 tỷ .52m2 chỉ 3,5 tỷ view sông.Vào tiền nhẹ",57.96,Victoria Village," Đường Đồng Văn Cống, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",5.1,88.0,3.0,2.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dong-van-cong-phuong-thanh-my-loi-prj-victoria-village/sieu-pham-2pn-64m2-view-thoang-tot-nhat-thi-truong-gia-3-9-ty-bao-het-lh-pr41734619,10/02/2025,20/02/2025,Đang mở bán,Novaland Group,Nan,,,1136.0,
"Căn hộ rẻ nhất Victoria 2PN-1wc 52m2-3.5 tỷ trực diện sông.2PN-2WC 64m2-3,8 tỷ .",58.65,Victoria Village," Đường Trương Văn Bang, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",3.05,52.0,2.0,1.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-truong-van-bang-phuong-thanh-my-loi-prj-victoria-village/-gia-re-nhat-2pn-62m2-3-7-ty-view-q1-2pn-52m2-3-2-ty-view-noi-khu-tram-pr41930571,10/02/2025,20/02/2025,Đang mở bán,Novaland Group,Nan,,,1136.0,
